rule_id,source_rule_candidate_id,source_obligation_id,parent_record_id,article_id,paragraph_id,article_title,section_id,section_title,product_scope,channel_scope,rule_family,logic_type,detection_target,sir_link_type,sir_candidate_fields,evidence_source,evaluation_hint,rule_candidate_summary,obligation_summary,source_span_text,compile_status,manual_verified,reviewer_note
law_fincpa_main_2026-01-02:제19조:②:ob01:rule01,law_fincpa_main_2026-01-02:제19조:②:ob01:rule01,law_fincpa_main_2026-01-02:제19조:②:ob01,law_fincpa_main_2026-01-02:제19조:②,제19조,②,설명의무,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|contracting,explanation,required_presence,document_bundle,direct_workflow_field,explanation_material|explanation_confirmation,explanation_form,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"Ensure that product explanation documents are provided to general financial consumers during solicitation or contracting, unless an exemption under the Presidential Decree applies.","Provide product explanation documents to general financial consumers, except where exempted by Presidential Decree.","금융상품판매업자등은 제1항에 따른 설명에 필요한 설명서를 일반금융소비자에게 제공 하여야 하며, ... 다만, 금융소비자 보호 및 건전한 거래질서를 해칠 우려가 없는 경우로서 대통령령으로 정하는 경우에는 설명서를 제공하지 아니할 수 있다.",included_in_layer4_mvp_v0_1,no,"This rule directly maps to the operational requirement of delivering explanation documents to general consumers. The system must verify that the explanation document was successfully delivered and confirmed by the consumer, except where a valid exemption flag is recorded."
law_fincpa_main_2026-01-02:제19조:②:ob02:rule01,law_fincpa_main_2026-01-02:제19조:②:ob02:rule01,law_fincpa_main_2026-01-02:제19조:②:ob02,law_fincpa_main_2026-01-02:제19조:②,제19조,②,설명의무,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|contracting,explanation,required_process,workflow_metadata,direct_workflow_field,explanation_confirmation,explanation_form,Flag when the required workflow step or control checkpoint cannot be evidenced in process metadata.,"Ensure the system captures and records the general financial consumer's confirmation of understanding via signature, seal, recording, or other legally prescribed methods during the explanation process.","Obtain confirmation of understanding from the general financial consumer via signature, seal, recording, or other prescribed methods.","설명한 내용을 일반금융소비자가 이해하였음을 서명, 기명날인, 녹취 또는 그 밖에 대통령령으로 정하는 방법으로 확인을 받아야 한다.",included_in_layer4_mvp_v0_1,no,"This rule directly maps to the workflow requirement of capturing the consumer's confirmation of understanding. The system must verify that an approved confirmation method (signature, seal, recording, etc.) is executed and logged before proceeding to contract conclusion."
law_fincpa_main_2026-01-02:제19조:③:ob01:rule01,law_fincpa_main_2026-01-02:제19조:③:ob01:rule01,law_fincpa_main_2026-01-02:제19조:③:ob01,law_fincpa_main_2026-01-02:제19조:③,제19조,③,설명의무,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|contracting,explanation,prohibited_presence,content_text,direct_content_field,explanation_material|prohibited_claim_signal,explanation_form,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"Prohibit the inclusion of false or distorted explanations, including conclusive judgments on uncertain matters, regarding material product terms or factors affecting consumer judgment.",Prohibition of false or distorted explanations regarding material matters affecting consumer judgment or product value,일반금융소비자의 합리적인 판단 또는 금융상품의 가치에 중대한 영향을 미칠 수 있는 사항으로서 대통령령으로 정하는 사항을 거짓으로 또는 왜곡(...)하여 설명하거나,included_in_layer4_mvp_v0_1,no,"This rule targets the content of explanation materials and scripts to ensure no false claims, distorted facts, or misleadingly certain statements on uncertain outcomes are presented to consumers."
law_fincpa_main_2026-01-02:제20조:①:ob01:rule01,law_fincpa_main_2026-01-02:제20조:①:ob01:rule01,law_fincpa_main_2026-01-02:제20조:①:ob01,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,multiple,contracting,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,fairness_guardrail|prohibited_claim_signal,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,대출성 상품 등 계약 체결 시 금융소비자의 의사에 반하여 다른 금융상품의 계약 체결을 강요하는 행위(꺾기)를 금지한다.,대출성 상품 등 계약 체결 시 금융소비자의 의사에 반하여 다른 금융상품 계약 체결을 강요하는 행위 금지,"대출성 상품, 그 밖에 대통령령으로 정하는 금융상품에 관한 계약체결과 관련하여 금융소비자의 의사에 반하여 다른 금융상품의 계약체결을 강요하는 행위",included_in_layer4_mvp_v0_1,no,"대출성 상품 가입 전후 일정 기간 내에 타 금융상품(예적금, 보험 등)을 구속성으로 가입시키는 행위를 방지하기 위해 가입 타임라인 및 연계 가입 여부를 통제하는 시스템 룰이 필요합니다."
law_fincpa_main_2026-01-02:제20조:①:ob02:rule01,law_fincpa_main_2026-01-02:제20조:①:ob02:rule01,law_fincpa_main_2026-01-02:제20조:①:ob02,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,multiple,contracting,unfair_sales,prohibited_presence,workflow_metadata,derived_decision_field,loan_conditions|fairness_guardrail,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,대출성 상품 계약 체결 시 차주의 신용도 등 합리적 근거 없이 부당하게 담보 또는 보증을 요구하는 행위를 금지한다.,대출성 상품 등 계약 체결 시 부당하게 담보나 보증을 요구하는 행위 금지,"대출성 상품, 그 밖에 대통령령으로 정하는 금융상품에 관한 계약체결과 관련하여 부당하게 담보를 요구하거나 보증을 요구하는 행위",included_in_layer4_mvp_v0_1,no,대출 심사 및 승인 프로세스 상에서 차주의 신용 등급 대비 과도하거나 불합리한 담보/보증 요구가 있었는지 여부를 검증하기 위해 대출 조건 설정 로그 및 공정성 가드레일 필드와 연계가 필요합니다.
law_fincpa_main_2026-01-02:제20조:①:ob03:rule01,law_fincpa_main_2026-01-02:제20조:①:ob03:rule01,law_fincpa_main_2026-01-02:제20조:①:ob03,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,general,all_customer_facing,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,fairness_guardrail|internal_control_standard,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,금융상품판매업자등 및 그 임직원이 업무와 관련하여 부당한 편익을 요구하거나 제공받는 행위를 금지하고 이를 내부통제 기준으로 통제해야 한다.,금융상품판매업자등 또는 임직원이 업무와 관련하여 편익을 요구하거나 제공받는 행위 금지,금융상품판매업자등 또는 그 임직원이 업무와 관련하여 편익을 요구하거나 제공받는 행위,included_in_layer4_mvp_v0_1,no,"임직원의 사적 편익 수취 및 요구 금지는 불공정영업행위의 핵심 유형으로, 내부통제 기준 및 임직원 행동강령에 반영되어 시스템적으로 모니터링되어야 합니다."
law_fincpa_main_2026-01-02:제20조:①:ob04:rule01,law_fincpa_main_2026-01-02:제20조:①:ob04:rule01,law_fincpa_main_2026-01-02:제20조:①:ob04,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,loan,contracting,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,loan_conditions|fairness_guardrail,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"대출성 상품 판매 시 금융소비자에게 특정 대출 상환방식을 강요하는 행위를 금지하고, 소비자가 상환방식을 자유롭게 선택할 수 있도록 보장해야 한다.",자기 또는 제3자의 이익을 위해 특정 대출 상환방식을 강요하는 행위 금지,자기 또는 제3자의 이익을 위하여 금융소비자에게 특정 대출 상환방식을 강요하는 행위,included_in_layer4_mvp_v0_1,no,대출 계약 체결 과정에서 소비자의 상환방식 선택권이 제한되거나 특정 방식이 강제되었는지 여부를 시스템 로그 및 계약 조건 선택 이력을 통해 검증합니다.
law_fincpa_main_2026-01-02:제20조:①:ob05:rule01,law_fincpa_main_2026-01-02:제20조:①:ob05:rule01,law_fincpa_main_2026-01-02:제20조:①:ob05,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,loan,contracting,unfair_sales,prohibited_presence,workflow_metadata,direct_workflow_field,loan_conditions|loan_costs,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,대출 계약일로부터 3년 초과 시 또는 법령상 예외 사유에 해당하지 않는 한 중도상환수수료 부과를 금지하고 시스템적으로 통제한다.,예외 사유에 해당하지 않는 한 중도상환수수료를 부과하는 행위 금지,"1)부터 3)까지의 경우를 제외하고 수수료, 위약금 또는 그 밖에 어떤 명목이든 중도상환수수료를 부과하는 행위",included_in_layer4_mvp_v0_1,no,대출 계약일로부터 3년 경과 여부 및 예외 사유 해당 여부를 검증하여 부당한 중도상환수수료 부과를 원천 차단하는 시스템 룰 설계가 필요합니다.
law_fincpa_main_2026-01-02:제20조:①:ob06:rule01,law_fincpa_main_2026-01-02:제20조:①:ob06:rule01,law_fincpa_main_2026-01-02:제20조:①:ob06,law_fincpa_main_2026-01-02:제20조:①,제20조,①,불공정영업행위의 금지,제2절,금융상품 유형별 영업행위 준수사항,loan,contracting,unfair_sales,prohibited_presence,document_bundle,direct_content_field,loan_conditions|prohibited_claim_signal,contract_document,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,개인 대출 등 대통령령으로 정하는 대출상품 계약 시 제3자의 연대보증을 요구하거나 계약 조건으로 설정하는 행위를 금지한다.,개인 대출 등 계약 시 제3자의 연대보증을 요구하는 행위 금지,개인에 대한 대출 등 대통령령으로 정하는 대출상품의 계약과 관련하여 제3자의 연대보증을 요구하는 경우,included_in_layer4_mvp_v0_1,no,개인 대출 계약서 및 약정서 상에 제3자 연대보증 조항이나 서명란이 포함되어 있는지 여부를 검증해야 합니다.
law_fincpa_main_2026-01-02:제21조:ob01:rule01,law_fincpa_main_2026-01-02:제21조:ob01:rule01,law_fincpa_main_2026-01-02:제21조:ob01,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation,solicitation,prohibited_presence,content_text,direct_content_field,prohibited_claim_signal|fairness_guardrail,visible_content,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"금융상품 계약 체결 권유 시 단정적 판단 제공, 허위 사실 고지, 중요 사항 누락, 객관적 근거 없는 비교 행위를 금지한다.","금융상품 계약 체결 권유 시 단정적 판단 제공, 허위 사실 고지, 중요 사항 묵비, 객관적 근거 없는 비교 행위를 금지한다.",1. 불확실한 사항에 대하여 단정적 판단을 제공하거나 확실하다고 오인하게 할 소지가 있는 내용을 알리는 행위 2. 금융상품의 내용을 사실과 다르게 알리는 행위 3. 금융상품의 가치에 중대한 영향을 미치는 사항을 미리 알고 있으면서 금융소비자에게 알리지 아니하는 행위 4. 금융상품 내용의 일부에 대하여 비교대상 및 기준을 밝히지 아니하거나 객관적인 근거 없이 다른 금융상품과 비교하여 해당 금융상품이 우수하거나 유리하다고 알리는 행위,included_in_layer4_mvp_v0_1,no,"This rule maps directly to the core improper solicitation prohibitions under Article 21, Items 1-4. It requires scanning solicitation materials and scripts for prohibited claims, misleading comparisons, and omissions of material facts."
law_fincpa_main_2026-01-02:제21조:ob02:rule01,law_fincpa_main_2026-01-02:제21조:ob02:rule01,law_fincpa_main_2026-01-02:제21조:ob02,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,제2절,금융상품 유형별 영업행위 준수사항,insurance,solicitation,solicitation,prohibited_presence,content_text,direct_content_field,prohibited_claim_signal|insurance_warning,visible_content,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,보장성 상품 권유 시 소비자의 중요 사항 고지를 방해하거나 부실 고지를 권유하는 행위를 금지한다.,보장성 상품 권유 시 소비자의 중요 사항 고지를 방해하거나 부실 고지를 권유하는 행위를 금지한다.,5. 보장성 상품의 경우 다음 각 목의 어느 하나에 해당하는 행위 가. 금융소비자가 보장성 상품 계약의 중요한 사항을 금융상품직접판매업자에게 알리는 것을 방해하거나 알리지 아니할 것을 권유하는 행위 나. 금융소비자가 보장성 상품 계약의 중요한 사항에 대하여 부실하게 금융상품직접판매업자에게 알릴 것을 권유하는 행위,included_in_layer4_mvp_v0_1,no,보장성 상품(보험 등)의 계약 체결 과정에서 고지의무 방해나 부실 고지 유도 문구 또는 스크립트가 포함되어 있는지 검증하는 규칙입니다.
law_fincpa_main_2026-01-02:제21조:ob03:rule01,law_fincpa_main_2026-01-02:제21조:ob03:rule01,law_fincpa_main_2026-01-02:제21조:ob03,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,제2절,금융상품 유형별 영업행위 준수사항,investment,visit_sales|phone_sales,solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|prohibited_claim_signal,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"투자성 상품 권유 시 소비자의 사전 요청 없이 방문, 전화 등 실시간 대화 방식을 이용한 권유 행위를 금지한다.","투자성 상품 권유 시 소비자의 요청 없는 실시간 대화(방문, 전화 등)를 통한 권유 행위를 금지한다.",6. 투자성 상품의 경우 다음 각 목의 어느 하나에 해당하는 행위 가. 금융소비자로부터 계약의 체결권유를 해줄 것을 요청받지 아니하고 방문ㆍ전화 등 실시간 대화의 방법을 이용하는 행위,included_in_layer4_mvp_v0_1,no,"소비자의 사전 권유 요청 여부(동의 이력)와 실제 권유 채널(방문, 전화 등 실시간 채널) 간의 매칭을 검증하는 규칙 설계가 필요합니다."
law_fincpa_main_2026-01-02:제21조:ob04:rule01,law_fincpa_main_2026-01-02:제21조:ob04:rule01,law_fincpa_main_2026-01-02:제21조:ob04,law_fincpa_main_2026-01-02:제21조,제21조,,부당권유행위 금지,제2절,금융상품 유형별 영업행위 준수사항,investment,solicitation,solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|prohibited_claim_signal,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"투자성 상품에 대해 소비자가 계약 체결 권유 거부 의사를 표시한 경우, 해당 소비자에게 지속적인 계약 체결 권유 행위를 즉시 중단하고 추가 권유를 금지해야 한다.",투자성 상품 권유를 거부한 소비자에게 계속하여 계약 체결 권유를 하는 행위를 금지한다.,6. 투자성 상품의 경우 다음 각 목의 어느 하나에 해당하는 행위 나. 계약의 체결권유를 받은 금융소비자가 이를 거부하는 취지의 의사를 표시하였는데도 계약의 체결권유를 계속하는 행위,included_in_layer4_mvp_v0_1,no,소비자의 거부 의사 표시(거부 플래그 또는 거부 이력 기록) 이후에 동일 상품군에 대한 추가 권유 워크플로우가 실행되었는지 여부를 시스템 로그를 통해 검증해야 합니다.
law_fincpa_main_2026-01-02:제21조의2:①:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:①:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:①:ob01,law_fincpa_main_2026-01-02:제21조의2:①,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|visit_sales|phone_sales,solicitation,required_presence,content_text,direct_content_field,solicitation_purpose|prohibited_claim_signal,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"Ensure general consumers are informed of their right to request the prohibition of solicitation contacts (do-not-call right) via written, electronic, or oral means.","Inform general consumers of their right to request prohibition of solicitation contacts (do-not-call right) via written, electronic, or oral means.",일반금융소비자가 금융상품판매업자등에 대하여 금융상품을 소개하거나 계약 체결을 권유할 목적으로 본인에게 연락하는 것을 금지하도록 요구할 수 있다는 사항,included_in_layer4_mvp_v0_1,no,This rule requires verifying that the opt-out disclosure text is present in the solicitation materials or scripts provided to general consumers.
law_fincpa_main_2026-01-02:제21조의2:①:ob02:rule01,law_fincpa_main_2026-01-02:제21조의2:①:ob02:rule01,law_fincpa_main_2026-01-02:제21조의2:①:ob02,law_fincpa_main_2026-01-02:제21조의2:①,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general,solicitation|visit_sales|phone_sales,solicitation,required_presence,content_text,direct_content_field,solicitation_purpose|prohibited_claim_signal,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,Ensure that general consumers are provided with clear information regarding the methods and procedures for exercising their right to prohibit solicitation contacts during door-to-door or telemarketing sales.,Inform general consumers of the methods and procedures for exercising their right to prohibit solicitation contacts.,제1호에 따른 권리의 행사방법 및 절차,included_in_layer4_mvp_v0_1,no,"This rule requires verifying that the disclosure content explicitly outlines the operational steps, contact channels, and processing times for consumers to opt out of solicitation."
law_fincpa_main_2026-01-02:제21조의2:②:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:②:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:②:ob01,law_fincpa_main_2026-01-02:제21조의2:②,제21조의2,②,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general,visit_sales|phone_sales,solicitation,required_response,workflow_metadata,direct_workflow_field,solicitation_purpose|activity_record,workflow_log,Flag when a triggering request or event exists but the required response evidence is missing.,"If a general financial consumer requests the suspension of door-to-door sales or telemarketing, the financial sales agent must immediately comply and cease such solicitation activities.",금융상품판매업자등은 일반금융소비자가 방문판매 또는 전화권유판매의 중단을 요구하는 경우 즉시 이에 응해야 한다.,금융상품판매업자등은 일반금융소비자가 제1항제1호의 요구를 하면 즉시 이에 따라야 한다.,included_in_layer4_mvp_v0_1,no,Requires tracking the consumer's opt-out request timestamp and verifying that no subsequent solicitation activities are initiated after that timestamp.
law_fincpa_main_2026-01-02:제21조의2:③:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:③:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:③:ob01,law_fincpa_main_2026-01-02:제21조의2:③,제21조의2,③,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general,visit_sales|phone_sales|solicitation,solicitation,prohibited_presence,workflow_metadata,direct_workflow_field,solicitation_purpose|activity_record,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"Prohibit financial product introduction or solicitation via visits or contacts between 9 PM and 8 AM the next day, unless explicitly requested by the consumer.","Prohibit night-time visits or contacts (9 PM to 8 AM) for financial product introduction or solicitation, unless specifically requested by the consumer.","금융상품을 소개하거나 계약 체결을 권유할 목적으로 야간(오후 9시 이후부터 다음 날 오전 8시까지를 말한다)에 금융소비자를 방문하거나 연락하여서는 아니 된다. 다만, 금융소비자가 요청하는 경우에는 제외한다.",included_in_layer4_mvp_v0_1,no,System must verify that any outbound contact or visit log timestamped between 21:00 and 08:00 is paired with a pre-existing consumer request record.
law_fincpa_main_2026-01-02:제21조의2:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:⑤:ob01:rule01,law_fincpa_main_2026-01-02:제21조의2:⑤:ob01,law_fincpa_main_2026-01-02:제21조의2:⑤,제21조의2,⑤,방문판매 및 전화권유판매 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general,visit_sales|phone_sales,recordkeeping,required_response,record_system,direct_record_field,activity_record|record_integrity_control|access_response,record_archive,Flag when a triggering request or event exists but the required response evidence is missing.,Maintain and prepare communication records of visit and phone sales for submission or inspection upon request by the Financial Services Commission.,"Upon request by the Financial Services Commission, financial product distributors must submit or allow inspection of communication records to verify compliance with visit and phone sales regulations.",금융위원회는 제2항 또는 제3항의 위반 여부를 확인하기 위하여 금융상품판매업자등에 대하여 통신기록 등의 제출 또는 열람을 요청할 수 있다.,included_in_layer4_mvp_v0_1,no,"This rule translates the FSC's authority to request communication records into an operational requirement for financial product distributors to maintain accessible, verifiable communication logs of visit and phone sales."
law_fincpa_main_2026-01-02:제22조:①:ob01:rule01,law_fincpa_main_2026-01-02:제22조:①:ob01:rule01,law_fincpa_main_2026-01-02:제22조:①:ob01,law_fincpa_main_2026-01-02:제22조:①,제22조,①,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,general|investment,advertising,advertising,prohibited_presence,workflow_metadata,direct_workflow_field,seller_identity|intermediary_status,workflow_log,Flag when the mapped signal or misleading condition is evidenced in visible content or workflow evidence.,"Verify that the entity initiating or publishing a financial product advertisement is a registered financial product distributor authorized to advertise, and is not an unauthorized entity or a restricted investment product agent/broker.",Prohibit unauthorized entities and certain investment product agents/brokers from advertising financial products or services.,금융상품판매업자등이 아닌 자 및 투자성 상 품에 관한 금융상품판매대리ㆍ중개업자 등 대통령령으로 정하는 금융상품판매업자등은 금융 상품판매업자등의 업무에 관한 광고 또는 금융상품에 관한 광고(이하 “금융상품등에 관한 광 고”라 한다)를 해서는 아니 된다.,included_in_layer4_mvp_v0_1,no,This rule prevents unauthorized entities and restricted investment agents/brokers from initiating advertising workflows. It requires checking the seller_identity and intermediary_status against the regulatory registry before allowing advertisement distribution.
law_fincpa_main_2026-01-02:제22조:③:ob01:rule01,law_fincpa_main_2026-01-02:제22조:③:ob01:rule01,law_fincpa_main_2026-01-02:제22조:③:ob01,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,multiple,advertising,advertising,required_presence,content_text,direct_content_field,seller_identity|product_identity|product_core_terms,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"Verify that general financial product advertisements (excluding investment products) contain the mandatory warning to read the product manual and terms before signing, the seller's name, and the product description.","금융상품 광고 시 계약 체결 전 설명서 및 약관 권유 문구와 판매업자 명칭, 상품 내용을 반드시 포함해야 함 (투자성 상품 광고 제외)","금융상품판매업자등이 하는 금융상품등에 관한 광고에는 다음 각 호의 내용이 포함되어 야 한다. 다만, 제17조제5항 본문에 따른 투자성 상품에 관한 광고에 대해서는 그러하지 아 니하다. 1. 금융상품에 관한 계약을 체결하기 전에 금융상품 설명서 및 약관을 읽어 볼 것을 권유하 는 내용 2. 금융상품판매업자등의 명칭, 금융상품의 내용",included_in_layer4_mvp_v0_1,no,"This rule applies to general financial product advertisements (excluding investment products under Article 17(5)). It requires the presence of the seller's name, product details, and the standard warning to read the manual and terms before signing."
law_fincpa_main_2026-01-02:제22조:③:ob02:rule01,law_fincpa_main_2026-01-02:제22조:③:ob02:rule01,law_fincpa_main_2026-01-02:제22조:③:ob02,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,insurance,advertising,advertising,required_presence,content_text,direct_content_field,insurance_warning,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"보장성 상품 광고 시 기존 계약 해지 후 신규 계약 체결에 따른 불이익(계약체결 거부, 보험료 인상, 보장내용 변경 등) 가능성 경고 문구를 필수 포함해야 한다.","보장성 상품 광고 시 기존 계약 해지 후 신규 계약 체결에 따른 불이익(거부, 보험료 인상, 보장내용 변경 등) 가능성을 포함해야 함",가. 보장성 상품의 경우: 기존에 체결했던 계약을 해지하고 다른 계약을 체결하는 경우에는 계약체결의 거부 또는 보험료 등 금융소비자의 지급비용(이하 이 조에서 “보험료등”이라 한다)이 인상되거나 보장내용이 변경될 수 있다는 사항,included_in_layer4_mvp_v0_1,no,보장성 상품(보험 등) 광고 심의 시 기존 계약 해지 후 재가입에 따른 불이익 경고 문구가 텍스트 내에 누락 없이 포함되어 있는지 검증하는 규칙입니다.
law_fincpa_main_2026-01-02:제22조:③:ob03:rule01,law_fincpa_main_2026-01-02:제22조:③:ob03:rule01,law_fincpa_main_2026-01-02:제22조:③:ob03,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,investment,advertising,advertising,required_presence,content_text,direct_content_field,investment_warning|prohibited_claim_signal,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,Verify that investment product advertisements include warnings on investment risks and explicitly state that past performance does not guarantee future returns if past performance is presented.,투자성 상품 광고 시 투자에 따른 위험 및 과거 실적이 미래 수익을 보장하지 않는다는 사실을 포함해야 함,나. 투자성 상품의 경우 1) 투자에 따른 위험 2) 과거 운용실적을 포함하여 광고를 하는 경우에는 그 운용실적이 미래의 수익률을 보장 하는 것이 아니라는 사항,included_in_layer4_mvp_v0_1,no,This rule directly maps to the mandatory disclosure requirements for investment product advertisements under Article 22 Paragraph 3. It requires checking for the presence of risk warnings and the past performance disclaimer.
law_fincpa_main_2026-01-02:제22조:③:ob04:rule01,law_fincpa_main_2026-01-02:제22조:③:ob04:rule01,law_fincpa_main_2026-01-02:제22조:③:ob04,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,deposit,advertising,advertising,required_presence,content_text,direct_content_field,deposit_disclaimer|product_core_terms,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,"When advertising variable-rate deposit-type products with illustrated maturity payouts, the advertisement must explicitly state that the illustrated payout does not guarantee future returns.",예금성 상품 광고 시 만기지급금 등을 예시하는 경우 해당 예시가 미래 수익을 보장하지 않는다는 사실을 포함해야 함 (대통령령으로 정하는 변동금리 상품에 한함),다. 예금성 상품의 경우: 만기지급금 등을 예시하여 광고하는 경우에는 해당 예시된 지급금 등이 미래의 수익을 보장하는 것이 아니라는 사항(만기 시 지급금이 변동하는 예금성 상 품으로서 대통령령으로 정하는 금융상품의 경우에 한정한다),included_in_layer4_mvp_v0_1,no,This rule applies specifically to variable-rate deposit products where maturity payouts are illustrated. The system must verify the presence of the disclaimer text in the advertisement content.
law_fincpa_main_2026-01-02:제22조:③:ob05:rule01,law_fincpa_main_2026-01-02:제22조:③:ob05:rule01,law_fincpa_main_2026-01-02:제22조:③:ob05,law_fincpa_main_2026-01-02:제22조:③,제22조,③,금융상품등에 관한 광고 관련 준수사항,제2절,금융상품 유형별 영업행위 준수사항,loan,advertising,advertising,required_presence,content_text,direct_content_field,loan_conditions,visible_content,Flag when the mapped field is not evidenced where the obligation requires visible or document-backed presence.,Verify that advertisements for loan products explicitly include the required loan conditions.,대출성 상품 광고 시 대출조건을 반드시 포함해야 함,라. 대출성 상품의 경우: 대출조건,included_in_layer4_mvp_v0_1,no,"This rule directly maps to the mandatory disclosure of loan conditions in advertisements for loan products under Article 22, Paragraph 3."
